"","year","Effort","sample.bout","date","obsname","Area","Region.Label","Sample.Label","GridPointID","Minute","Species","Aspect","distance","How","Flock","WindAvg_mph","WindMax_mph","RH_Point","Temp_Point","Tree","Shrub","Spurge","LastRxBurn","ERC_Verdict","ERC_Treat","Group"
"48","2024","1","1","6/10/2024","01",256,"BLA049-C",126,"BLA049-C-126",4,"BHCO",1,85,"C",1,4.5,5.7,70.8,57.5,"N","N","N","none","R","2023","BLA049"
"49","2024","1","1","6/10/2024","01",256,"BLA049-C",126,"BLA049-C-126",2,"KILL",4,230,"C",1,4.5,5.7,70.8,57.5,"N","N","N","none","R","2023","BLA049"
"50","2024","1","1","6/10/2024","01",256,"BLA049-C",126,"BLA049-C-126",2,"GRSP",2,100,"C",1,4.5,5.7,70.8,57.5,"N","N","N","none","R","2023","BLA049"
"51","2024","1","1","6/10/2024","01",256,"BLA049-C",126,"BLA049-C-126",3,"MODO",1,105,"C",1,4.5,5.7,70.8,57.5,"N","N","N","none","R","2023","BLA049"
"52","2024","1","1","6/10/2024","01",256,"BLA049-C",126,"BLA049-C-126",NA,NA,NA,NA,NA,NA,4.5,5.7,70.8,57.5,"N","N","N","none","R","2023","BLA049"
"53","2024","1","1","6/10/2024","01",256,"BLA049-C",127,"BLA049-C-127",1,"WEME",3,200,"C",1,1.3,3.4,69.1,58.4,"N","N","N","none","R","2023","BLA049"
"54","2024","1","1","6/10/2024","01",256,"BLA049-C",127,"BLA049-C-127",1,"FISP",3,140,"C",1,1.3,3.4,69.1,58.4,"N","N","N","none","R","2023","BLA049"
"55","2024","1","1","6/10/2024","01",256,"BLA049-C",127,"BLA049-C-127",1,"BHCO",2,39,"V",2,1.3,3.4,69.1,58.4,"N","N","N","none","R","2023","BLA049"
"56","2024","1","1","6/10/2024","01",256,"BLA049-C",127,"BLA049-C-127",1,"BHCO",0,57,"V",1,1.3,3.4,69.1,58.4,"N","N","N","none","R","2023","BLA049"
"57","2024","1","1","6/10/2024","01",256,"BLA049-C",127,"BLA049-C-127",1,"WEME",3,150,"C",1,1.3,3.4,69.1,58.4,"N","N","N","none","R","2023","BLA049"
"58","2024","1","1","6/10/2024","01",256,"BLA049-C",127,"BLA049-C-127",3,"WEME",4,95,"C",1,1.3,3.4,69.1,58.4,"N","N","N","none","R","2023","BLA049"
"59","2024","1","1","6/10/2024","01",256,"BLA049-C",127,"BLA049-C-127",3,"WEME",7,307,"V",1,1.3,3.4,69.1,58.4,"N","N","N","none","R","2023","BLA049"
"60","2024","1","1","6/10/2024","01",256,"BLA049-C",127,"BLA049-C-127",3,"AMCR",3,220,"C",1,1.3,3.4,69.1,58.4,"N","N","N","none","R","2023","BLA049"
"61","2024","1","1","6/10/2024","01",256,"BLA049-C",127,"BLA049-C-127",5,"MODO",5,190,"C",1,1.3,3.4,69.1,58.4,"N","N","N","none","R","2023","BLA049"
"62","2024","1","1","6/10/2024","01",256,"BLA049-C",127,"BLA049-C-127",1,"FISP",1,120,"C",1,1.3,3.4,69.1,58.4,"N","N","N","none","R","2023","BLA049"
"63","2024","1","1","6/10/2024","01",256,"BLA049-C",127,"BLA049-C-127",2,"GRSP",3,71,"C",1,1.3,3.4,69.1,58.4,"N","N","N","none","R","2023","BLA049"
"64","2024","1","1","6/10/2024","01",256,"BLA049-C",127,"BLA049-C-127",2,"WEME",5,204,"V",1,1.3,3.4,69.1,58.4,"N","N","N","none","R","2023","BLA049"
"65","2024","1","1","6/10/2024","01",256,"BLA049-C",127,"BLA049-C-127",2,"LASP",0,83,"C",1,1.3,3.4,69.1,58.4,"N","N","N","none","R","2023","BLA049"
"66","2024","1","1","6/10/2024","01",256,"BLA049-C",127,"BLA049-C-127",2,"GRSP",4,52,"C",1,1.3,3.4,69.1,58.4,"N","N","N","none","R","2023","BLA049"
"67","2024","1","1","6/10/2024","01",256,"BLA049-C",127,"BLA049-C-127",NA,NA,NA,NA,NA,NA,1.3,3.4,69.1,58.4,"N","N","N","none","R","2023","BLA049"
"68","2024","1","1","6/10/2024","01",256,"BLA049-C",128,"BLA049-C-128",2,"WEME",6,67,"V",1,0.1,2.1,64,61.4,"N","N","N","none","I","2023","BLA049"
"69","2024","1","1","6/10/2024","01",256,"BLA049-C",128,"BLA049-C-128",5,"FISP",1,148,"V",1,0.1,2.1,64,61.4,"N","N","N","none","I","2023","BLA049"
"70","2024","1","1","6/10/2024","01",256,"BLA049-C",128,"BLA049-C-128",2,"GRSP",7,59,"C",1,0.1,2.1,64,61.4,"N","N","N","none","I","2023","BLA049"
"71","2024","1","1","6/10/2024","01",256,"BLA049-C",128,"BLA049-C-128",2,"GRSP",3,47,"C",1,0.1,2.1,64,61.4,"N","N","N","none","I","2023","BLA049"
"72","2024","1","1","6/10/2024","01",256,"BLA049-C",128,"BLA049-C-128",3,"WEME",6,210,"C",1,0.1,2.1,64,61.4,"N","N","N","none","I","2023","BLA049"
"73","2024","1","1","6/10/2024","01",256,"BLA049-C",128,"BLA049-C-128",1,"WEME",0,55,"V",4,0.1,2.1,64,61.4,"N","N","N","none","I","2023","BLA049"
"74","2024","1","1","6/10/2024","01",256,"BLA049-C",128,"BLA049-C-128",1,"GRSP",6,51,"V",1,0.1,2.1,64,61.4,"N","N","N","none","I","2023","BLA049"
"75","2024","1","1","6/10/2024","01",256,"BLA049-C",128,"BLA049-C-128",1,"BARS",2,73,"C",1,0.1,2.1,64,61.4,"N","N","N","none","I","2023","BLA049"
"76","2024","1","1","6/10/2024","01",256,"BLA049-C",128,"BLA049-C-128",1,"WEME",2,69,"C",1,0.1,2.1,64,61.4,"N","N","N","none","I","2023","BLA049"
"77","2024","1","1","6/10/2024","01",256,"BLA049-C",128,"BLA049-C-128",1,"WEME",3,83,"V",2,0.1,2.1,64,61.4,"N","N","N","none","I","2023","BLA049"
"78","2024","1","1","6/10/2024","01",256,"BLA049-C",128,"BLA049-C-128",NA,NA,NA,NA,NA,NA,0.1,2.1,64,61.4,"N","N","N","none","I","2023","BLA049"
"79","2024","1","1","6/10/2024","01",256,"BLA049-C",129,"BLA049-C-129",1,"LASP",7,33,"V",2,2.8,4,57.3,65.3,"N","N","N","none","R","none","BLA049"
"80","2024","1","1","6/10/2024","01",256,"BLA049-C",129,"BLA049-C-129",1,"LASP",0,29,"V",1,2.8,4,57.3,65.3,"N","N","N","none","R","none","BLA049"
"81","2024","1","1","6/10/2024","01",256,"BLA049-C",129,"BLA049-C-129",1,"GRSP",2,47,"C",1,2.8,4,57.3,65.3,"N","N","N","none","R","none","BLA049"
"82","2024","1","1","6/10/2024","01",256,"BLA049-C",129,"BLA049-C-129",1,"LASP",7,37,"V",1,2.8,4,57.3,65.3,"N","N","N","none","R","none","BLA049"
"83","2024","1","1","6/10/2024","01",256,"BLA049-C",129,"BLA049-C-129",1,"LASP",5,11,"V",2,2.8,4,57.3,65.3,"N","N","N","none","R","none","BLA049"
"84","2024","1","1","6/10/2024","01",256,"BLA049-C",129,"BLA049-C-129",NA,NA,NA,NA,NA,NA,2.8,4,57.3,65.3,"N","N","N","none","R","none","BLA049"
"85","2024","1","1","6/10/2024","01",256,"BLA049-C",129,"BLA049-C-129",2,"LASP",3,120,"C",1,2.8,4,57.3,65.3,"N","N","N","none","R","none","BLA049"
"86","2024","1","1","6/10/2024","01",256,"BLA049-C",129,"BLA049-C-129",1,"WEME",4,110,"C",1,2.8,4,57.3,65.3,"N","N","N","none","R","none","BLA049"
"87","2024","1","1","6/10/2024","01",256,"BLA049-C",129,"BLA049-C-129",2,"BARS",0,15,"V",1,2.8,4,57.3,65.3,"N","N","N","none","R","none","BLA049"
"88","2024","1","1","6/10/2024","01",256,"BLA049-C",129,"BLA049-C-129",2,"WEME",3,120,"C",1,2.8,4,57.3,65.3,"N","N","N","none","R","none","BLA049"
"89","2024","1","1","6/10/2024","01",256,"BLA049-C",129,"BLA049-C-129",3,"WEME",5,190,"C",1,2.8,4,57.3,65.3,"N","N","N","none","R","none","BLA049"
"90","2024","1","1","6/10/2024","01",256,"BLA049-C",129,"BLA049-C-129",3,"BARS",6,39,"V",1,2.8,4,57.3,65.3,"N","N","N","none","R","none","BLA049"
"91","2024","1","1","6/10/2024","01",256,"BLA049-C",129,"BLA049-C-129",5,"GRSP",1,49,"C",1,2.8,4,57.3,65.3,"N","N","N","none","R","none","BLA049"
"92","2024","1","1","6/10/2024","01",256,"BLA049-C",15,"BLA049-C-15",1,"WEME",5,120,"C",1,10,12.9,51.9,68.4,"N","N","N","none","I","2023","BLA049"
"93","2024","1","1","6/10/2024","01",256,"BLA049-C",15,"BLA049-C-15",1,"WEME",5,105,"C",1,10,12.9,51.9,68.4,"N","N","N","none","I","2023","BLA049"
"94","2024","1","1","6/10/2024","01",256,"BLA049-C",15,"BLA049-C-15",1,"GRSP",6,22,"C",1,10,12.9,51.9,68.4,"N","N","N","none","I","2023","BLA049"
"95","2024","1","1","6/10/2024","01",256,"BLA049-C",15,"BLA049-C-15",1,"GRSP",6,27,"C",1,10,12.9,51.9,68.4,"N","N","N","none","I","2023","BLA049"
"96","2024","1","1","6/10/2024","01",256,"BLA049-C",15,"BLA049-C-15",2,"GRSP",1,41,"C",1,10,12.9,51.9,68.4,"N","N","N","none","I","2023","BLA049"
"97","2024","1","1","6/10/2024","01",256,"BLA049-C",15,"BLA049-C-15",2,"WEME",0,75,"C",1,10,12.9,51.9,68.4,"N","N","N","none","I","2023","BLA049"
"98","2024","1","1","6/10/2024","01",256,"BLA049-C",15,"BLA049-C-15",3,"BHCO",0,60,"C",1,10,12.9,51.9,68.4,"N","N","N","none","I","2023","BLA049"
"99","2024","1","1","6/10/2024","01",256,"BLA049-C",15,"BLA049-C-15",4,"WEME",3,140,"C",1,10,12.9,51.9,68.4,"N","N","N","none","I","2023","BLA049"
"100","2024","1","1","6/10/2024","01",256,"BLA049-C",15,"BLA049-C-15",NA,NA,NA,NA,NA,NA,10,12.9,51.9,68.4,"N","N","N","none","I","2023","BLA049"
"101","2024","1","1","6/10/2024","01",256,"BLA049-C",15,"BLA049-C-15",5,"LASP",5,21,"V",1,10,12.9,51.9,68.4,"N","N","N","none","I","2023","BLA049"
"102","2024","1","1","6/10/2024","01",256,"BLA049-C",58,"BLA049-C-58",1,"HOLA",4,95,"C",1,4.2,6.2,53.9,67.3,"N","N","N","none","I","active","BLA049"
"103","2024","1","1","6/10/2024","01",256,"BLA049-C",58,"BLA049-C-58",1,"WEME",3,88,"C",1,4.2,6.2,53.9,67.3,"N","N","N","none","I","active","BLA049"
"104","2024","1","1","6/10/2024","01",256,"BLA049-C",58,"BLA049-C-58",1,"WEME",5,190,"C",1,4.2,6.2,53.9,67.3,"N","N","N","none","I","active","BLA049"
"105","2024","1","1","6/10/2024","01",256,"BLA049-C",58,"BLA049-C-58",1,"WEME",2,120,"C",1,4.2,6.2,53.9,67.3,"N","N","N","none","I","active","BLA049"
"106","2024","1","1","6/10/2024","01",256,"BLA049-C",58,"BLA049-C-58",1,"GRSP",1,59,"C",1,4.2,6.2,53.9,67.3,"N","N","N","none","I","active","BLA049"
"107","2024","1","1","6/10/2024","01",256,"BLA049-C",58,"BLA049-C-58",1,"WEME",6,210,"C",1,4.2,6.2,53.9,67.3,"N","N","N","none","I","active","BLA049"
"108","2024","1","1","6/10/2024","01",256,"BLA049-C",58,"BLA049-C-58",NA,NA,NA,NA,NA,NA,4.2,6.2,53.9,67.3,"N","N","N","none","I","active","BLA049"
"109","2024","1","1","6/10/2024","01",256,"BLA049-C",58,"BLA049-C-58",2,"GRSP",4,70,"C",1,4.2,6.2,53.9,67.3,"N","N","N","none","I","active","BLA049"
"110","2024","1","1","6/10/2024","01",256,"BLA049-C",58,"BLA049-C-58",2,"GRSP",3,42,"C",1,4.2,6.2,53.9,67.3,"N","N","N","none","I","active","BLA049"
"111","2024","1","1","6/10/2024","01",256,"BLA049-C",58,"BLA049-C-58",2,"WEME",0,67,"V",2,4.2,6.2,53.9,67.3,"N","N","N","none","I","active","BLA049"
"112","2024","1","1","6/10/2024","01",256,"BLA049-C",58,"BLA049-C-58",3,"MODO",4,90,"C",1,4.2,6.2,53.9,67.3,"N","N","N","none","I","active","BLA049"
"113","2024","1","1","6/10/2024","01",256,"BLA049-C",58,"BLA049-C-58",4,"BHCO",5,33,"V",2,4.2,6.2,53.9,67.3,"N","N","N","none","I","active","BLA049"
"114","2024","1","1","6/10/2024","01",256,"BLA049-C",6,"BLA049-C-6",NA,NA,NA,NA,NA,NA,1.3,1.6,62.3,62.4,"N","N","N","none","I","2023","BLA049"
"115","2024","1","1","6/10/2024","01",256,"BLA049-C",6,"BLA049-C-6",1,"GRSP",2,60,"C",1,1.3,1.6,62.3,62.4,"N","N","N","none","I","2023","BLA049"
"116","2024","1","1","6/10/2024","01",256,"BLA049-C",6,"BLA049-C-6",1,"GRSP",4,39,"V",1,1.3,1.6,62.3,62.4,"N","N","N","none","I","2023","BLA049"
"117","2024","1","1","6/10/2024","01",256,"BLA049-C",6,"BLA049-C-6",1,"BHCO",0,105,"C",1,1.3,1.6,62.3,62.4,"N","N","N","none","I","2023","BLA049"
"118","2024","1","1","6/10/2024","01",256,"BLA049-C",6,"BLA049-C-6",1,"WEME",4,57,"C",1,1.3,1.6,62.3,62.4,"N","N","N","none","I","2023","BLA049"
"119","2024","1","1","6/10/2024","01",256,"BLA049-C",6,"BLA049-C-6",2,"BHCO",2,120,"V",2,1.3,1.6,62.3,62.4,"N","N","N","none","I","2023","BLA049"
"120","2024","1","1","6/10/2024","01",256,"BLA049-C",6,"BLA049-C-6",3,"GRSP",0,80,"C",1,1.3,1.6,62.3,62.4,"N","N","N","none","I","2023","BLA049"
"121","2024","1","1","6/10/2024","01",256,"BLA049-C",6,"BLA049-C-6",3,"FISP",3,112,"C",1,1.3,1.6,62.3,62.4,"N","N","N","none","I","2023","BLA049"
"122","2024","1","1","6/10/2024","01",256,"BLA049-C",6,"BLA049-C-6",2,"GRSP",6,21,"C",1,1.3,1.6,62.3,62.4,"N","N","N","none","I","2023","BLA049"
"123","2024","1","1","6/10/2024","01",256,"BLA049-C",6,"BLA049-C-6",5,"LASP",4,63,"V",1,1.3,1.6,62.3,62.4,"N","N","N","none","I","2023","BLA049"
"124","2024","1","1","6/10/2024","01",256,"BLA049-C",7,"BLA049-C-7",1,"RTHA",4,400,"C",1,1.2,1.4,60.3,63.6,"N","Y","N","none","D","none","BLA049"
"125","2024","1","1","6/10/2024","01",256,"BLA049-C",7,"BLA049-C-7",1,"FISP",4,320,"V",1,1.2,1.4,60.3,63.6,"N","Y","N","none","D","none","BLA049"
"126","2024","1","1","6/10/2024","01",256,"BLA049-C",7,"BLA049-C-7",1,"AMCR",4,240,"C",1,1.2,1.4,60.3,63.6,"N","Y","N","none","D","none","BLA049"
"127","2024","1","1","6/10/2024","01",256,"BLA049-C",7,"BLA049-C-7",1,"RTHA",4,340,"V",1,1.2,1.4,60.3,63.6,"N","Y","N","none","D","none","BLA049"
"128","2024","1","1","6/10/2024","01",256,"BLA049-C",7,"BLA049-C-7",NA,NA,NA,NA,NA,NA,1.2,1.4,60.3,63.6,"N","Y","N","none","D","none","BLA049"
"129","2024","1","1","6/10/2024","01",256,"BLA049-C",7,"BLA049-C-7",5,"RHWO",4,120,"C",1,1.2,1.4,60.3,63.6,"N","Y","N","none","D","none","BLA049"
"130","2024","1","1","6/10/2024","01",256,"BLA049-C",7,"BLA049-C-7",2,"WEME",2,89,"C",1,1.2,1.4,60.3,63.6,"N","Y","N","none","D","none","BLA049"
"131","2024","1","1","6/10/2024","01",256,"BLA049-C",7,"BLA049-C-7",2,"LASP",4,85,"C",1,1.2,1.4,60.3,63.6,"N","Y","N","none","D","none","BLA049"
"132","2024","1","1","6/10/2024","01",256,"BLA049-C",7,"BLA049-C-7",3,"AGOL",3,47,"C",1,1.2,1.4,60.3,63.6,"N","Y","N","none","D","none","BLA049"
"133","2024","1","1","6/10/2024","01",256,"BLA049-C",7,"BLA049-C-7",2,"WEME",4,120,"C",1,1.2,1.4,60.3,63.6,"N","Y","N","none","D","none","BLA049"
"134","2024","1","1","6/10/2024","01",256,"BLA049-C",7,"BLA049-C-7",4,"AMRO",6,70,"C",1,1.2,1.4,60.3,63.6,"N","Y","N","none","D","none","BLA049"
"135","2024","1","1","6/10/2024","01",256,"BLA049-C",7,"BLA049-C-7",4,"MODO",4,205,"C",1,1.2,1.4,60.3,63.6,"N","Y","N","none","D","none","BLA049"
"136","2024","1","1","6/10/2024","01",256,"BLA049-C",7,"BLA049-C-7",5,"BLJA",6,80,"C",1,1.2,1.4,60.3,63.6,"N","Y","N","none","D","none","BLA049"
"137","2024","1","1","6/10/2024","01",256,"BLA049-C",7,"BLA049-C-7",4,"SPTO",5,69,"C",1,1.2,1.4,60.3,63.6,"N","Y","N","none","D","none","BLA049"
"138","2024","1","1","6/10/2024","01",256,"BLA049-C",7,"BLA049-C-7",5,"NOCA",6,80,"C",1,1.2,1.4,60.3,63.6,"N","Y","N","none","D","none","BLA049"
"139","2024","1","1","6/10/2024","01",256,"BLA049-C",98,"BLA049-C-98",1,"GRSP",1,52,"C",1,0.7,1.8,72.8,56.3,"N","N","N","none","I","2023","BLA049"
"140","2024","1","1","6/10/2024","01",256,"BLA049-C",98,"BLA049-C-98",1,"WEME",3,108,"V",1,0.7,1.8,72.8,56.3,"N","N","N","none","I","2023","BLA049"
"141","2024","1","1","6/10/2024","01",256,"BLA049-C",98,"BLA049-C-98",1,"GRSP",0,40,"C",1,0.7,1.8,72.8,56.3,"N","N","N","none","I","2023","BLA049"
"142","2024","1","1","6/10/2024","01",256,"BLA049-C",98,"BLA049-C-98",1,"WEME",6,120,"C",1,0.7,1.8,72.8,56.3,"N","N","N","none","I","2023","BLA049"
"143","2024","1","1","6/10/2024","01",256,"BLA049-C",98,"BLA049-C-98",1,"WEME",5,190,"C",1,0.7,1.8,72.8,56.3,"N","N","N","none","I","2023","BLA049"
"144","2024","1","1","6/10/2024","01",256,"BLA049-C",98,"BLA049-C-98",2,"WEME",1,110,"C",1,0.7,1.8,72.8,56.3,"N","N","N","none","I","2023","BLA049"
"145","2024","1","1","6/10/2024","01",256,"BLA049-C",98,"BLA049-C-98",3,"MODO",3,200,"C",1,0.7,1.8,72.8,56.3,"N","N","N","none","I","2023","BLA049"
"146","2024","1","1","6/10/2024","01",256,"BLA049-C",98,"BLA049-C-98",3,"MODO",6,145,"C",1,0.7,1.8,72.8,56.3,"N","N","N","none","I","2023","BLA049"
"147","2024","1","1","6/10/2024","01",256,"BLA049-C",98,"BLA049-C-98",3,"FISP",6,140,"C",1,0.7,1.8,72.8,56.3,"N","N","N","none","I","2023","BLA049"
"148","2024","1","1","6/10/2024","01",256,"BLA049-C",98,"BLA049-C-98",NA,NA,NA,NA,NA,NA,0.7,1.8,72.8,56.3,"N","N","N","none","I","2023","BLA049"
